TransactionID,Date,CustomerID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Quarter,Year,Age Group,Revenue Band
TX041371,2023-11-24,CUST1102,Female,39,Clothing,3,407.0,1221.0,4,2023,Youth,High
TX041372,2023-11-24,CUST5280,Male,40,Clothing,19,197.0,3743.0,4,2023,Youth,High
TX041373,2023-11-24,CUST8279,Female,20,Electronics,17,72.0,1224.0,4,2023,Teenager,High
TX041374,2023-11-24,CUST2665,Male,65,Books,5,309.0,1545.0,4,2023,Retired,High
TX041375,2023-11-24,CUST7138,Male,44,Sports,17,116.0,1972.0,4,2023,Middle Aged,High
TX041376,2023-11-24,CUST3012,Female,59,Sports,2,372.0,744.0,4,2023,Middle Aged,High
TX041377,2023-11-24,CUST8881,Female,44,Clothing,2,258.0,516.0,4,2023,Middle Aged,High
TX041378,2023-11-24,CUST6646,Female,40,Sports,17,40.0,680.0,4,2023,Youth,High
TX041379,2023-11-24,CUST1350,Female,41,Sports,4,293.0,1172.0,4,2023,Middle Aged,High
TX041380,2023-11-24,CUST7663,Female,63,Electronics,17,172.0,2924.0,4,2023,Retired,High
TX041381,2023-11-24,CUST6668,Female,24,Groceries,16,136.0,2176.0,4,2023,Teenager,High
TX041382,2023-11-24,CUST8143,Female,67,Sports,20,430.0,8600.0,4,2023,Retired,High
TX041383,2023-11-24,CUST3754,Male,62,Books,13,180.0,2340.0,4,2023,Retired,High
TX041384,2023-11-24,CUST3187,Male,33,Groceries,15,234.0,3510.0,4,2023,Youth,High
TX041385,2023-11-24,CUST5538,Male,43,Clothing,18,430.0,7740.0,4,2023,Middle Aged,High
TX041386,2023-11-24,CUST8738,Male,26,Groceries,14,352.0,4928.0,4,2023,Youth,High
TX041387,2023-11-24,CUST8100,Female,29,Electronics,6,402.0,2412.0,4,2023,Youth,High
TX041388,2023-11-24,CUST2228,Female,69,Beauty,17,243.0,4131.0,4,2023,Retired,High
TX041389,2023-11-24,CUST0652,Male,47,Beauty,10,383.0,3830.0,4,2023,Middle Aged,High
TX041390,2023-11-24,CUST9162,Male,67,Clothing,19,165.0,3135.0,4,2023,Retired,High
TX041391,2023-11-24,CUST3587,Male,43,Electronics,3,396.0,1188.0,4,2023,Middle Aged,High
TX041392,2023-11-24,CUST9151,Female,25,Electronics,7,260.0,1820.0,4,2023,Teenager,High
TX041393,2023-11-24,CUST8702,Male,58,Electronics,2,222.0,444.0,4,2023,Middle Aged,Medium
TX041394,2023-11-24,CUST3818,Female,62,Clothing,4,363.0,1452.0,4,2023,Retired,High
TX041395,2023-11-24,CUST0331,Male,28,Sports,18,103.0,1854.0,4,2023,Youth,High
TX041396,2023-11-24,CUST6961,Male,63,Electronics,14,264.0,3696.0,4,2023,Retired,High
TX041397,2023-11-24,CUST6184,Female,66,Clothing,18,177.0,3186.0,4,2023,Retired,High
TX041398,2023-11-24,CUST2136,Male,44,Electronics,14,213.0,2982.0,4,2023,Middle Aged,High
TX041399,2023-11-24,CUST0439,Male,50,Groceries,19,401.0,7619.0,4,2023,Middle Aged,High
TX041400,2023-11-24,CUST7668,Female,62,Groceries,20,10.0,200.0,4,2023,Retired,Medium
TX041401,2023-11-24,CUST8645,Male,23,Groceries,17,330.0,5610.0,4,2023,Teenager,High
TX041402,2023-11-24,CUST6748,Female,26,Groceries,10,308.0,3080.0,4,2023,Youth,High
TX041403,2023-11-24,CUST4507,Male,22,Electronics,19,220.0,4180.0,4,2023,Teenager,High
TX041404,2023-11-24,CUST3063,Female,68,Sports,1,303.0,303.0,4,2023,Retired,Medium
TX041405,2023-11-24,CUST0001,Male,64,Clothing,16,378.0,6048.0,4,2023,Retired,High
TX041406,2023-11-24,CUST2148,Male,25,Beauty,3,474.0,1422.0,4,2023,Teenager,High
TX041407,2023-11-24,CUST9738,Male,26,Beauty,4,313.0,1252.0,4,2023,Youth,High
TX041408,2023-11-24,CUST8247,Male,60,Sports,7,158.0,1106.0,4,2023,Middle Aged,High
TX041409,2023-11-24,CUST6151,Female,32,Clothing,1,23.0,23.0,4,2023,Youth,Low
TX041410,2023-11-24,CUST9377,Female,19,Sports,12,421.0,5052.0,4,2023,Teenager,High
TX041411,2023-11-24,CUST2203,Female,18,Clothing,16,17.0,272.0,4,2023,,Medium
TX041412,2023-11-24,CUST8778,Male,45,Electronics,1,436.0,436.0,4,2023,Middle Aged,Medium
TX041413,2023-11-24,CUST5247,Male,41,Books,10,249.0,2490.0,4,2023,Middle Aged,High
TX041414,2023-11-24,CUST4500,Male,64,Sports,19,304.0,5776.0,4,2023,Retired,High
TX041415,2023-11-24,CUST6773,Male,67,Sports,15,324.0,4860.0,4,2023,Retired,High
TX041416,2023-11-24,CUST8432,Male,65,Books,3,452.0,1356.0,4,2023,Retired,High
TX041417,2023-11-24,CUST5584,Female,57,Groceries,19,489.0,9291.0,4,2023,Middle Aged,High
TX041418,2023-11-24,CUST7190,Male,19,Clothing,18,246.0,4428.0,4,2023,Teenager,High
TX041419,2023-11-24,CUST2228,Male,52,Groceries,1,26.0,26.0,4,2023,Middle Aged,Low
TX041420,2023-11-24,CUST2183,Female,44,Books,15,188.0,2820.0,4,2023,Middle Aged,High
TX041421,2023-11-24,CUST5531,Male,50,Clothing,11,16.0,176.0,4,2023,Middle Aged,Medium
TX041422,2023-11-24,CUST8966,Female,41,Electronics,19,193.0,3667.0,4,2023,Middle Aged,High
TX041423,2023-11-24,CUST7757,Male,57,Electronics,5,264.0,1320.0,4,2023,Middle Aged,High
TX041424,2023-11-24,CUST9418,Female,25,Sports,6,260.0,1560.0,4,2023,Teenager,High
TX041425,2023-11-24,CUST2897,Male,57,Groceries,3,240.0,720.0,4,2023,Middle Aged,High
TX041426,2023-11-24,CUST5261,Male,29,Clothing,16,420.0,6720.0,4,2023,Youth,High
TX041427,2023-11-24,CUST5289,Male,47,Groceries,5,323.0,1615.0,4,2023,Middle Aged,High
TX041428,2023-11-24,CUST4902,Male,55,Clothing,2,177.0,354.0,4,2023,Middle Aged,Medium
TX041429,2023-11-24,CUST0857,Female,31,Beauty,10,20.0,200.0,4,2023,Youth,Medium
TX041430,2023-11-24,CUST2466,Female,63,Books,17,245.0,4165.0,4,2023,Retired,High
TX041431,2023-11-24,CUST1542,Male,56,Groceries,20,148.0,2960.0,4,2023,Middle Aged,High
TX041432,2023-11-24,CUST3191,Male,44,Clothing,5,346.0,1730.0,4,2023,Middle Aged,High
TX041433,2023-11-24,CUST2934,Male,69,Groceries,10,171.0,1710.0,4,2023,Retired,High
TX041434,2023-11-24,CUST8316,Male,68,Electronics,1,153.0,153.0,4,2023,Retired,Medium
TX041435,2023-11-24,CUST5638,Male,31,Beauty,17,352.0,5984.0,4,2023,Youth,High
TX041436,2023-11-24,CUST5476,Female,36,Groceries,12,472.0,5664.0,4,2023,Youth,High
TX041437,2023-11-24,CUST2293,Female,67,Groceries,8,485.0,3880.0,4,2023,Retired,High
TX041438,2023-11-24,CUST9375,Male,48,Clothing,2,427.0,854.0,4,2023,Middle Aged,High
TX041439,2023-11-24,CUST2618,Female,46,Clothing,5,363.0,1815.0,4,2023,Middle Aged,High
TX041440,2023-11-24,CUST1267,Female,18,Books,9,297.0,2673.0,4,2023,,High
TX041441,2023-11-24,CUST9213,Female,41,Beauty,20,40.0,800.0,4,2023,Middle Aged,High
TX041442,2023-11-24,CUST9005,Female,53,Beauty,18,48.0,864.0,4,2023,Middle Aged,High
TX041443,2023-11-24,CUST1610,Male,26,Groceries,16,207.0,3312.0,4,2023,Youth,High
TX041444,2023-11-24,CUST1723,Female,65,Groceries,12,323.0,3876.0,4,2023,Retired,High
TX041445,2023-11-24,CUST1170,Female,40,Sports,11,454.0,4994.0,4,2023,Youth,High
TX041446,2023-11-24,CUST8722,Female,31,Electronics,11,370.0,4070.0,4,2023,Youth,High
TX041447,2023-11-24,CUST6497,Female,48,Clothing,7,450.0,3150.0,4,2023,Middle Aged,High
TX041448,2023-11-24,CUST9462,Male,50,Sports,5,35.0,175.0,4,2023,Middle Aged,Medium
TX041449,2023-11-24,CUST9779,Male,24,Electronics,7,159.0,1113.0,4,2023,Teenager,High
TX041450,2023-11-24,CUST0466,Male,67,Clothing,6,390.0,2340.0,4,2023,Retired,High
TX041451,2023-11-24,CUST9157,Male,57,Beauty,8,157.0,1256.0,4,2023,Middle Aged,High
TX041452,2023-11-24,CUST2727,Male,40,Electronics,13,163.0,2119.0,4,2023,Youth,High
TX041453,2023-11-24,CUST9296,Male,59,Groceries,2,345.0,690.0,4,2023,Middle Aged,High
TX041454,2023-11-24,CUST2479,Female,28,Electronics,18,283.0,5094.0,4,2023,Youth,High
TX041455,2023-11-24,CUST6591,Male,58,Books,1,367.0,367.0,4,2023,Middle Aged,Medium
TX041456,2023-11-24,CUST2653,Female,31,Sports,17,108.0,1836.0,4,2023,Youth,High
TX041457,2023-11-24,CUST7580,Female,55,Sports,8,70.0,560.0,4,2023,Middle Aged,High
TX041458,2023-11-24,CUST4722,Female,28,Clothing,11,179.0,1969.0,4,2023,Youth,High
TX041459,2023-11-24,CUST1839,Male,62,Books,18,422.0,7596.0,4,2023,Retired,High
TX041460,2023-11-24,CUST6637,Female,45,Books,6,154.0,924.0,4,2023,Middle Aged,High
TX041461,2023-11-24,CUST7915,Male,25,Groceries,9,418.0,3762.0,4,2023,Teenager,High
TX041462,2023-11-24,CUST2858,Female,57,Sports,15,109.0,1635.0,4,2023,Middle Aged,High
TX041463,2023-11-24,CUST5125,Male,67,Sports,10,44.0,440.0,4,2023,Retired,Medium
TX041464,2023-11-24,CUST1983,Female,23,Groceries,5,70.0,350.0,4,2023,Teenager,Medium
TX041465,2023-11-24,CUST2795,Female,25,Clothing,5,384.0,1920.0,4,2023,Teenager,High
TX041466,2023-11-24,CUST7355,Female,44,Electronics,12,154.0,1848.0,4,2023,Middle Aged,High
TX041467,2023-11-24,CUST8954,Male,50,Sports,7,178.0,1246.0,4,2023,Middle Aged,High
TX041468,2023-11-24,CUST9652,Female,68,Clothing,7,473.0,3311.0,4,2023,Retired,High
TX041469,2023-11-24,CUST7009,Female,42,Groceries,9,319.0,2871.0,4,2023,Middle Aged,High
TX041470,2023-11-24,CUST4794,Male,36,Clothing,7,463.0,3241.0,4,2023,Youth,High
TX041471,2023-11-24,CUST1152,Male,50,Groceries,7,295.0,2065.0,4,2023,Middle Aged,High
TX041472,2023-11-24,CUST4445,Female,54,Electronics,2,436.0,872.0,4,2023,Middle Aged,High
TX041473,2023-11-24,CUST8748,Female,50,Books,1,494.0,494.0,4,2023,Middle Aged,Medium
TX041474,2023-11-24,CUST3750,Female,54,Books,14,272.0,3808.0,4,2023,Middle Aged,High
TX041475,2023-11-24,CUST1148,Male,19,Clothing,14,235.0,3290.0,4,2023,Teenager,High
TX041476,2023-11-24,CUST6285,Male,69,Electronics,15,162.0,2430.0,4,2023,Retired,High
TX041477,2023-11-24,CUST7725,Male,33,Groceries,5,13.0,65.0,4,2023,Youth,Low
TX041478,2023-11-24,CUST4774,Male,18,Beauty,7,158.0,1106.0,4,2023,,High
TX041479,2023-11-24,CUST3337,Male,65,Groceries,6,14.0,84.0,4,2023,Retired,Low
TX041480,2023-11-24,CUST5852,Male,57,Electronics,9,81.0,729.0,4,2023,Middle Aged,High
TX041481,2023-11-24,CUST9616,Male,32,Electronics,6,370.0,2220.0,4,2023,Youth,High
TX041482,2023-11-24,CUST6213,Female,70,Books,13,412.0,5356.0,4,2023,Retired,High
TX041483,2023-11-24,CUST6634,Male,35,Beauty,14,266.0,3724.0,4,2023,Youth,High
TX041484,2023-11-24,CUST1557,Male,55,Clothing,2,154.0,308.0,4,2023,Middle Aged,Medium
TX041485,2023-11-24,CUST7752,Female,67,Sports,20,43.0,860.0,4,2023,Retired,High
TX041486,2023-11-24,CUST9822,Female,24,Groceries,18,307.0,5526.0,4,2023,Teenager,High
TX041487,2023-11-24,CUST3670,Male,22,Electronics,18,104.0,1872.0,4,2023,Teenager,High
TX041488,2023-11-24,CUST6690,Female,34,Groceries,6,22.0,132.0,4,2023,Youth,Medium
TX041489,2023-11-24,CUST1096,Female,49,Books,8,477.0,3816.0,4,2023,Middle Aged,High
TX041490,2023-11-24,CUST4437,Female,45,Beauty,15,184.0,2760.0,4,2023,Middle Aged,High
TX041491,2023-11-24,CUST7666,Male,47,Sports,4,280.0,1120.0,4,2023,Middle Aged,High
TX041492,2023-11-24,CUST9528,Male,60,Sports,18,255.0,4590.0,4,2023,Middle Aged,High
TX041493,2023-11-24,CUST6847,Female,59,Books,13,181.0,2353.0,4,2023,Middle Aged,High
TX041494,2023-11-24,CUST1971,Male,57,Electronics,8,463.0,3704.0,4,2023,Middle Aged,High
TX041495,2023-11-24,CUST8994,Female,40,Groceries,15,164.0,2460.0,4,2023,Youth,High
TX041496,2023-11-24,CUST7720,Male,41,Sports,11,71.0,781.0,4,2023,Middle Aged,High
TX041497,2023-11-24,CUST8687,Male,48,Electronics,11,196.0,2156.0,4,2023,Middle Aged,High
TX041498,2023-11-24,CUST5751,Female,44,Books,7,378.0,2646.0,4,2023,Middle Aged,High
TX041499,2023-11-24,CUST5384,Female,42,Clothing,11,61.0,671.0,4,2023,Middle Aged,High
TX041500,2023-11-24,CUST7278,Female,59,Sports,11,307.0,3377.0,4,2023,Middle Aged,High
TX041501,2023-11-24,CUST3457,Male,56,Clothing,14,247.0,3458.0,4,2023,Middle Aged,High
TX041502,2023-11-24,CUST2260,Male,26,Sports,18,267.0,4806.0,4,2023,Youth,High
TX041503,2023-11-24,CUST3178,Female,27,Electronics,18,361.0,6498.0,4,2023,Youth,High
TX041504,2023-11-24,CUST2042,Male,66,Books,16,68.0,1088.0,4,2023,Retired,High
TX041505,2023-11-24,CUST7512,Female,57,Electronics,7,377.0,2639.0,4,2023,Middle Aged,High
TX041506,2023-11-24,CUST4195,Female,25,Beauty,3,97.0,291.0,4,2023,Teenager,Medium
TX041507,2023-11-24,CUST7954,Male,59,Electronics,18,433.0,7794.0,4,2023,Middle Aged,High
TX041508,2023-11-24,CUST0942,Female,19,Beauty,8,434.0,3472.0,4,2023,Teenager,High
TX041509,2023-11-24,CUST1221,Female,18,Books,11,488.0,5368.0,4,2023,,High
TX041510,2023-11-24,CUST6020,Female,36,Clothing,12,165.0,1980.0,4,2023,Youth,High
TX041511,2023-11-24,CUST1499,Female,39,Clothing,17,249.0,4233.0,4,2023,Youth,High
TX041512,2023-11-24,CUST8511,Male,23,Books,15,55.0,825.0,4,2023,Teenager,High
TX041513,2023-11-24,CUST4282,Male,23,Beauty,3,476.0,1428.0,4,2023,Teenager,High
TX041514,2023-11-24,CUST8552,Female,20,Clothing,10,491.0,4910.0,4,2023,Teenager,High
TX041515,2023-11-24,CUST0287,Female,46,Electronics,12,127.0,1524.0,4,2023,Middle Aged,High
TX041516,2023-11-24,CUST6731,Female,36,Electronics,14,110.0,1540.0,4,2023,Youth,High
TX041517,2023-11-24,CUST8720,Female,24,Beauty,4,459.0,1836.0,4,2023,Teenager,High
TX041518,2023-11-24,CUST8459,Female,63,Clothing,3,347.0,1041.0,4,2023,Retired,High
TX041519,2023-11-24,CUST3395,Female,54,Sports,8,452.0,3616.0,4,2023,Middle Aged,High
TX041520,2023-11-24,CUST0062,Female,56,Clothing,2,21.0,42.0,4,2023,Middle Aged,Low
TX041521,2023-11-24,CUST3640,Male,69,Clothing,20,248.0,4960.0,4,2023,Retired,High
TX041522,2023-11-24,CUST4722,Female,38,Books,15,371.0,5565.0,4,2023,Youth,High
TX041523,2023-11-24,CUST6844,Male,45,Sports,11,16.0,176.0,4,2023,Middle Aged,Medium
TX041524,2023-11-24,CUST0788,Male,40,Books,13,22.0,286.0,4,2023,Youth,Medium
TX041525,2023-11-24,CUST6230,Female,18,Clothing,20,351.0,7020.0,4,2023,,High
TX041526,2023-11-24,CUST2409,Male,18,Beauty,3,150.0,450.0,4,2023,,Medium
TX041527,2023-11-24,CUST5473,Female,32,Beauty,8,265.0,2120.0,4,2023,Youth,High
TX041528,2023-11-24,CUST5400,Female,26,Sports,13,494.0,6422.0,4,2023,Youth,High
TX041529,2023-11-24,CUST6754,Male,69,Clothing,7,267.0,1869.0,4,2023,Retired,High
TX041530,2023-11-24,CUST1604,Female,53,Books,13,373.0,4849.0,4,2023,Middle Aged,High
TX041531,2023-11-24,CUST3324,Male,53,Clothing,9,397.0,3573.0,4,2023,Middle Aged,High
TX041532,2023-11-24,CUST4074,Female,21,Sports,14,39.0,546.0,4,2023,Teenager,High
TX041533,2023-11-24,CUST6302,Male,30,Books,10,286.0,2860.0,4,2023,Youth,High
TX041534,2023-11-24,CUST4719,Male,20,Sports,1,351.0,351.0,4,2023,Teenager,Medium
TX041535,2023-11-24,CUST6654,Male,68,Sports,13,352.0,4576.0,4,2023,Retired,High
TX041536,2023-11-24,CUST8750,Male,24,Books,16,191.0,3056.0,4,2023,Teenager,High
TX041537,2023-11-24,CUST3025,Female,39,Sports,18,328.0,5904.0,4,2023,Youth,High
TX041538,2023-11-24,CUST9391,Female,68,Electronics,15,217.0,3255.0,4,2023,Retired,High
TX041539,2023-11-24,CUST1261,Male,61,Clothing,14,185.0,2590.0,4,2023,Retired,High
TX041540,2023-11-24,CUST6363,Male,26,Beauty,16,351.0,5616.0,4,2023,Youth,High
TX041541,2023-11-24,CUST0214,Male,49,Books,15,254.0,3810.0,4,2023,Middle Aged,High
TX041542,2023-11-24,CUST9195,Female,46,Electronics,20,167.0,3340.0,4,2023,Middle Aged,High
TX041543,2023-11-24,CUST1464,Female,61,Books,6,245.0,1470.0,4,2023,Retired,High
TX041544,2023-11-24,CUST1827,Female,66,Clothing,11,185.0,2035.0,4,2023,Retired,High
TX041545,2023-11-24,CUST6043,Female,29,Clothing,9,286.0,2574.0,4,2023,Youth,High
TX041546,2023-11-24,CUST2628,Male,23,Beauty,20,468.0,9360.0,4,2023,Teenager,High
TX041547,2023-11-24,CUST9806,Male,35,Sports,18,318.0,5724.0,4,2023,Youth,High
TX041548,2023-11-24,CUST1217,Female,66,Sports,8,410.0,3280.0,4,2023,Retired,High
TX041549,2023-11-24,CUST8241,Female,53,Sports,10,422.0,4220.0,4,2023,Middle Aged,High
TX041550,2023-11-24,CUST7210,Male,44,Beauty,6,345.0,2070.0,4,2023,Middle Aged,High
TX041551,2023-11-24,CUST9619,Female,61,Electronics,17,195.0,3315.0,4,2023,Retired,High
TX041552,2023-11-24,CUST9425,Male,64,Electronics,9,266.0,2394.0,4,2023,Retired,High
TX041553,2023-11-24,CUST6788,Male,70,Electronics,9,207.0,1863.0,4,2023,Retired,High
TX041554,2023-11-24,CUST7228,Female,67,Sports,19,177.0,3363.0,4,2023,Retired,High
TX041555,2023-11-24,CUST5646,Male,52,Books,19,237.0,4503.0,4,2023,Middle Aged,High
TX041556,2023-11-24,CUST0240,Female,49,Electronics,8,35.0,280.0,4,2023,Middle Aged,Medium
TX041557,2023-11-24,CUST1888,Male,35,Books,13,278.0,3614.0,4,2023,Youth,High
TX041558,2023-11-24,CUST1530,Male,37,Beauty,10,442.0,4420.0,4,2023,Youth,High
TX041559,2023-11-24,CUST4861,Female,51,Sports,15,29.0,435.0,4,2023,Middle Aged,Medium
TX041560,2023-11-24,CUST7835,Male,41,Books,16,311.0,4976.0,4,2023,Middle Aged,High
TX041561,2023-11-24,CUST4966,Male,51,Clothing,10,412.0,4120.0,4,2023,Middle Aged,High
TX041562,2023-11-24,CUST1305,Male,65,Books,12,241.0,2892.0,4,2023,Retired,High
TX041563,2023-11-24,CUST4686,Male,36,Electronics,13,162.0,2106.0,4,2023,Youth,High
TX041564,2023-11-24,CUST2153,Male,18,Sports,7,183.0,1281.0,4,2023,,High
TX041565,2023-11-24,CUST0337,Female,55,Beauty,20,136.0,2720.0,4,2023,Middle Aged,High
TX041566,2023-11-24,CUST9032,Male,65,Beauty,16,272.0,4352.0,4,2023,Retired,High
TX041567,2023-11-24,CUST3456,Male,55,Clothing,9,370.0,3330.0,4,2023,Middle Aged,High
TX041568,2023-11-24,CUST8500,Female,23,Beauty,2,360.0,720.0,4,2023,Teenager,High
TX041569,2023-11-24,CUST5316,Female,46,Beauty,13,430.0,5590.0,4,2023,Middle Aged,High
TX041570,2023-11-24,CUST9743,Female,67,Beauty,4,403.0,1612.0,4,2023,Retired,High
TX041571,2023-11-24,CUST5515,Female,51,Sports,1,300.0,300.0,4,2023,Middle Aged,Medium
TX041572,2023-11-24,CUST8597,Male,50,Beauty,10,144.0,1440.0,4,2023,Middle Aged,High
TX041573,2023-11-24,CUST5178,Female,46,Beauty,17,419.0,7123.0,4,2023,Middle Aged,High
TX041574,2023-11-24,CUST9167,Female,34,Sports,17,438.0,7446.0,4,2023,Youth,High
TX041575,2023-11-24,CUST6662,Male,30,Groceries,10,338.0,3380.0,4,2023,Youth,High
TX041576,2023-11-24,CUST2119,Female,40,Groceries,4,423.0,1692.0,4,2023,Youth,High
TX041577,2023-11-24,CUST4533,Male,42,Clothing,14,438.0,6132.0,4,2023,Middle Aged,High
TX041578,2023-11-24,CUST7057,Female,42,Electronics,9,372.0,3348.0,4,2023,Middle Aged,High
TX041579,2023-11-24,CUST6604,Female,46,Clothing,1,58.0,58.0,4,2023,Middle Aged,Low
TX041580,2023-11-24,CUST2082,Female,32,Books,8,285.0,2280.0,4,2023,Youth,High
TX041581,2023-11-24,CUST7246,Female,32,Clothing,9,377.0,3393.0,4,2023,Youth,High
TX041582,2023-11-24,CUST6400,Male,68,Electronics,2,470.0,940.0,4,2023,Retired,High
TX041583,2023-11-24,CUST3708,Male,67,Sports,6,203.0,1218.0,4,2023,Retired,High
TX041584,2023-11-24,CUST5091,Male,58,Books,14,92.0,1288.0,4,2023,Middle Aged,High
TX041585,2023-11-24,CUST0044,Male,45,Groceries,9,392.0,3528.0,4,2023,Middle Aged,High
TX041586,2023-11-24,CUST8749,Female,29,Groceries,9,137.0,1233.0,4,2023,Youth,High
TX041587,2023-11-24,CUST1426,Male,63,Groceries,9,408.0,3672.0,4,2023,Retired,High
TX041588,2023-11-24,CUST4799,Female,51,Sports,5,303.0,1515.0,4,2023,Middle Aged,High
TX041589,2023-11-24,CUST3138,Female,50,Clothing,10,424.0,4240.0,4,2023,Middle Aged,High
TX041590,2023-11-24,CUST6642,Male,45,Sports,3,259.0,777.0,4,2023,Middle Aged,High
TX041591,2023-11-24,CUST9079,Female,18,Clothing,7,69.0,483.0,4,2023,,Medium
TX041592,2023-11-24,CUST8344,Female,56,Groceries,6,342.0,2052.0,4,2023,Middle Aged,High
TX041593,2023-11-24,CUST0922,Female,24,Electronics,17,238.0,4046.0,4,2023,Teenager,High
TX041594,2023-11-24,CUST1926,Male,35,Electronics,8,176.0,1408.0,4,2023,Youth,High
TX041595,2023-11-24,CUST1737,Female,35,Books,16,317.0,5072.0,4,2023,Youth,High
TX041596,2023-11-24,CUST0633,Male,39,Electronics,10,390.0,3900.0,4,2023,Youth,High
TX041597,2023-11-24,CUST2789,Male,58,Electronics,3,271.0,813.0,4,2023,Middle Aged,High
TX041598,2023-11-24,CUST4828,Male,37,Groceries,10,109.0,1090.0,4,2023,Youth,High
TX041599,2023-11-24,CUST0449,Male,31,Groceries,12,122.0,1464.0,4,2023,Youth,High
TX041600,2023-11-24,CUST4560,Female,42,Sports,13,60.0,780.0,4,2023,Middle Aged,High
TX041601,2023-11-24,CUST8944,Female,51,Sports,14,249.0,3486.0,4,2023,Middle Aged,High
TX041602,2023-11-24,CUST9055,Female,50,Groceries,17,450.0,7650.0,4,2023,Middle Aged,High
TX041603,2023-11-24,CUST4320,Male,57,Books,6,303.0,1818.0,4,2023,Middle Aged,High
TX041604,2023-11-24,CUST2555,Female,27,Clothing,4,114.0,456.0,4,2023,Youth,Medium
TX041605,2023-11-24,CUST1287,Male,37,Electronics,3,221.0,663.0,4,2023,Youth,High
TX041606,2023-11-24,CUST6902,Female,43,Clothing,16,147.0,2352.0,4,2023,Middle Aged,High
TX041607,2023-11-24,CUST7070,Male,54,Sports,9,41.0,369.0,4,2023,Middle Aged,Medium
TX041608,2023-11-24,CUST4710,Female,27,Clothing,18,34.0,612.0,4,2023,Youth,High
TX041609,2023-11-24,CUST8279,Female,53,Groceries,16,335.0,5360.0,4,2023,Middle Aged,High
TX041610,2023-11-24,CUST5044,Male,63,Electronics,15,113.0,1695.0,4,2023,Retired,High
TX041611,2023-11-24,CUST6198,Female,26,Clothing,4,285.0,1140.0,4,2023,Youth,High
TX041612,2023-11-24,CUST3577,Female,22,Beauty,15,452.0,6780.0,4,2023,Teenager,High
TX041613,2023-11-24,CUST4773,Male,62,Clothing,10,147.0,1470.0,4,2023,Retired,High
TX041614,2023-11-24,CUST1008,Female,26,Beauty,13,145.0,1885.0,4,2023,Youth,High
TX041615,2023-11-24,CUST0090,Male,29,Clothing,14,433.0,6062.0,4,2023,Youth,High
TX041616,2023-11-24,CUST2222,Female,62,Sports,14,149.0,2086.0,4,2023,Retired,High
TX041617,2023-11-24,CUST4872,Female,53,Beauty,5,276.0,1380.0,4,2023,Middle Aged,High
TX041618,2023-11-24,CUST5016,Female,65,Sports,18,81.0,1458.0,4,2023,Retired,High
TX041619,2023-11-24,CUST6833,Male,27,Clothing,5,48.0,240.0,4,2023,Youth,Medium
TX041620,2023-11-24,CUST6088,Female,64,Clothing,16,208.0,3328.0,4,2023,Retired,High
TX041621,2023-11-24,CUST1916,Female,37,Electronics,11,276.0,3036.0,4,2023,Youth,High
TX041622,2023-11-24,CUST4223,Male,70,Sports,15,219.0,3285.0,4,2023,Retired,High
TX041623,2023-11-24,CUST2240,Female,59,Beauty,2,430.0,860.0,4,2023,Middle Aged,High
TX041624,2023-11-24,CUST6890,Male,60,Electronics,11,194.0,2134.0,4,2023,Middle Aged,High
TX041625,2023-11-24,CUST6975,Male,50,Sports,20,273.0,5460.0,4,2023,Middle Aged,High
TX041626,2023-11-24,CUST7263,Female,58,Clothing,17,262.0,4454.0,4,2023,Middle Aged,High
TX041627,2023-11-24,CUST6825,Female,39,Groceries,19,178.0,3382.0,4,2023,Youth,High
TX041628,2023-11-24,CUST0571,Female,46,Electronics,19,21.0,399.0,4,2023,Middle Aged,Medium
TX041629,2023-11-24,CUST1036,Male,26,Beauty,18,259.0,4662.0,4,2023,Youth,High
TX041630,2023-11-24,CUST2600,Female,64,Electronics,17,500.0,8500.0,4,2023,Retired,High
TX041631,2023-11-24,CUST6585,Female,50,Clothing,10,269.0,2690.0,4,2023,Middle Aged,High
TX041632,2023-11-24,CUST0756,Female,45,Groceries,7,250.0,1750.0,4,2023,Middle Aged,High
TX041633,2023-11-24,CUST3160,Male,59,Beauty,2,389.0,778.0,4,2023,Middle Aged,High
TX041634,2023-11-24,CUST7690,Female,62,Sports,8,73.0,584.0,4,2023,Retired,High
TX041635,2023-11-24,CUST3261,Male,63,Beauty,9,428.0,3852.0,4,2023,Retired,High
TX041636,2023-11-24,CUST4695,Female,26,Groceries,20,53.0,1060.0,4,2023,Youth,High
TX041637,2023-11-24,CUST7929,Male,57,Electronics,15,439.0,6585.0,4,2023,Middle Aged,High
TX041638,2023-11-24,CUST6000,Male,52,Beauty,6,10.0,60.0,4,2023,Middle Aged,Low
TX041639,2023-11-24,CUST0161,Male,32,Electronics,19,388.0,7372.0,4,2023,Youth,High
TX041640,2023-11-24,CUST1072,Male,38,Books,17,34.0,578.0,4,2023,Youth,High
TX041641,2023-11-24,CUST3057,Male,20,Clothing,17,324.0,5508.0,4,2023,Teenager,High
TX041642,2023-11-24,CUST2671,Female,26,Books,20,294.0,5880.0,4,2023,Youth,High
TX041643,2023-11-24,CUST0305,Male,53,Books,15,57.0,855.0,4,2023,Middle Aged,High
TX041644,2023-11-24,CUST3015,Female,36,Sports,3,482.0,1446.0,4,2023,Youth,High
