id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
15370525,Great studio on Restaurant Row in Harlem,77104110964,unconfirmed,Moya,Manhattan,Harlem,40.8055,-73.95478,United States,US,1,moderate,Entire home/apt,2005,$315 ,$63 ,6,8
38361670,"2 minutes to N,Q,R,L,W ,4,5,6,train, private room",21867662778,verified,Qizhi,Manhattan,Gramercy,40.73654,-73.99022,United States,US,1,flexible,Private room,2003,$773 ,$155 ,1,67
13457910,Private Room in Staten Island + Walk-In Closet. #1,43173159936,unconfirmed,Faye,Staten Island,Stapleton,40.63457,-74.07817,United States,US,0,moderate,Private room,2006,$641 ,$128 ,1,56
46750002,Rooming has never been better. Room #2,29557200278,unconfirmed,Laura,Brooklyn,Bedford-Stuyvesant,40.67966,-73.9283,United States,US,0,strict,Private room,2014,$911 ,$182 ,3,4
37771813,Private Room in Beautiful Brooklyn Private House.,95736257019,verified,Johari,Brooklyn,Bedford-Stuyvesant,40.67961,-73.91248,United States,US,1,strict,Private room,2010,$579 ,$116 ,14,17
27039520,High Floor two Bed One Bath,28813837577,verified,Adam,Manhattan,Murray Hill,40.74424,-73.97272,United States,US,1,flexible,Entire home/apt,2021,$142 ,$28 ,30,0
37658039,Brooklyn Apartment,70465519016,unconfirmed,Michael,Brooklyn,Bedford-Stuyvesant,40.68476,-73.91937,United States,US,1,flexible,Entire home/apt,2007,$228 ,$46 ,2,100
55658049,Williamsburg Home with a View,95302602108,unconfirmed,Joe,Brooklyn,Williamsburg,40.71672,-73.95484,United States,US,1,moderate,Entire home/apt,2018,$878 ,$176 ,2,3
10536796,Big West Harlem/Hamilton Heights Apt!,24435369951,verified,Katie,Manhattan,Harlem,40.82438,-73.9502,United States,US,0,moderate,Entire home/apt,2021,$887 ,$177 ,4,4
23923995,Welcome to my Lovely Studio.,49632039214,unconfirmed,Denny,Bronx,Tremont,40.8474,-73.89612,United States,US,1,strict,Shared room,2022,$399 ,$80 ,1,7
40428928,Midtown West short term sublet,56760144630,unconfirmed,Huishan,Manhattan,Hell's Kitchen,40.75979,-73.99402,United States,US,0,strict,Private room,2016,$853 ,$171 ,18,0
45163796,Sun Drenched Gramercy/East Village!,86714610841,unconfirmed,Chelsea,Manhattan,Gramercy,40.73401,-73.9814,United States,US,1,flexible,Entire home/apt,2020,$748 ,$150 ,2,15
20156757,Modern Luxury Condo in the UES with Fitness Center,89594798594,verified,Jennyfer,Manhattan,East Harlem,40.79228,-73.94013,United States,US,1,strict,Entire home/apt,2020,$803 ,$161 ,2,8
4384174,"❤️ of Wburg, Private Living+Entrance",39945783453,verified,Elli,Brooklyn,Williamsburg,40.7188,-73.95775,United States,US,0,strict,Private room,2010,$103 ,$21 ,2,6
7910609,Cozy Room in East Harlem,63702113112,unconfirmed,Vanessa,Manhattan,East Harlem,40.79651,-73.93184,United States,US,1,strict,Private room,2004,$779 ,$156 ,3,10
20048506,Patio suite with terrace,20769594803,verified,Brian,Brooklyn,Bushwick,40.70024,-73.924,United States,US,0,moderate,Private room,2014,$301 ,$60 ,3,2
48089882,Super Sunny Room with Fireplace!,37398669193,verified,Anthony,Brooklyn,Crown Heights,40.66882,-73.9404,United States,US,0,strict,Private room,2015,$206 ,$41 ,2,107
24477952,Private room in Astoria... 20 min to the city.,4209897175,verified,Sherry,Queens,Ditmars Steinway,40.77253,-73.91476,United States,US,0,flexible,Private room,2013,$396 ,$79 ,7,3
22490777,Clean apt for 3 close to the city & with free gym,25297976969,unconfirmed,Miriam,Brooklyn,Bushwick,40.68325,-73.90637,United States,US,1,flexible,Entire home/apt,2010,$570 ,$114 ,2,2
26185664,Private Roof with Great View of NYC,16130648736,unconfirmed,Jackie,Brooklyn,Park Slope,40.66713,-73.98196,United States,US,0,moderate,Private room,2003,$629 ,$126 ,15,0
42421075,New! Sunny Loft/Studio in Greenpoint!,44577823714,unconfirmed,Diego,Brooklyn,Greenpoint,40.73304,-73.95491,United States,US,0,strict,Entire home/apt,2003,"$1,061 ",$212 ,1,8
32553130,Spacious Lovely Apartment in Historic Ditmas Park,4780606743,verified,Kiana,Brooklyn,Flatbush,40.64106,-73.95922,United States,US,0,strict,Entire home/apt,2015,$647 ,$129 ,30,1
44273489,Spacious 1 bdrm apt in amazing location,60524482023,unconfirmed,Peter,Queens,Ridgewood,40.70475,-73.91081,United States,US,1,moderate,Entire home/apt,2011,$642 ,$128 ,2,2
43624536,Bright and Spacious Living Room.,68618418269,verified,Nathaniel,Brooklyn,Flatlands,40.62531,-73.93414,United States,US,1,flexible,Shared room,2020,$319 ,$64 ,1,20
18128159,Brooklyn house,12887640662,verified,Marixsa,Brooklyn,East Flatbush,40.64282,-73.94497,United States,US,1,strict,Entire home/apt,2005,$161 ,$32 ,4,0
33528492,Lady's Powder Room,24039611077,unconfirmed,Basia,Brooklyn,Borough Park,40.62951,-73.9969,United States,US,1,flexible,Private room,2003,$441 ,$88 ,1,56
45932046,Sublet room (Dec 24th-Dec 28th),65443289751,unconfirmed,Irem,Brooklyn,Bushwick,40.69181,-73.92462,United States,US,1,moderate,Private room,2005,$303 ,$61 ,90,0
2684194,Effortlessly Chic WILLIAMSBURG BK,37153412057,verified,Cory,Brooklyn,Williamsburg,40.71295,-73.93874,United States,US,1,flexible,Entire home/apt,2006,$50 ,$10 ,2,11
45782372,Clean&Simple (45 minutes to Manhattan),84727884628,unconfirmed,Cynthia,Queens,Jamaica,40.68875,-73.78786,United States,US,0,flexible,Entire home/apt,2009,$929 ,$186 ,1,120
21717004,"cozy room in queens, with free subway pick up",74118795399,unconfirmed,Jennyfer,Queens,Cambria Heights,40.69597,-73.74307,United States,US,1,strict,Private room,2007,"$1,026 ",$205 ,7,1
8544649,"Sunny, Cozy Room Near Train, Cafes & Parks",97161752297,verified,Rishe,Brooklyn,Crown Heights,40.66671,-73.94981,United States,US,0,strict,Private room,2022,$374 ,$75 ,5,16
3528109,Park slope 2BR duplex with garden,96362428451,unconfirmed,Birgitta,Brooklyn,Park Slope,40.67561,-73.97823,United States,US,0,strict,Entire home/apt,2022,$349 ,$70 ,2,85
53145636,Charming Upper West Studio,85144168278,unconfirmed,Jared,Manhattan,Upper West Side,40.78612,-73.97011,United States,US,1,strict,Entire home/apt,2018,$290 ,$58 ,30,6
55386869,法拉盛步行地铁站8分钟带独立卫生间套房,70697277359,verified,Cen,Queens,Flushing,40.75501,-73.83315,United States,US,0,flexible,Private room,2018,$553 ,$111 ,1,37
54868812,"Sunny and cozy room, 20 min from Manhattan",63746148252,verified,Yulia,Brooklyn,Flatbush,40.64472,-73.96263,United States,US,0,strict,Private room,2019,$269 ,$54 ,10,1
27049461,Stylish / Unique Greenpoint Studio,95949070245,unconfirmed,Madeleine,Brooklyn,Greenpoint,40.72685,-73.94433,United States,US,0,moderate,Entire home/apt,2022,$416 ,$83 ,30,0
38441753,New York 3 Bedroom 3 Bath & Backyard City College,58309753473,verified,Anatha Angèle,Manhattan,Harlem,40.82306,-73.95035,United States,US,1,moderate,Entire home/apt,2009,$211 ,$42 ,31,29
57068071,Sunny Renovated Private Room in the East Village,3058594626,verified,Concetta,Manhattan,East Village,40.72415,-73.97451,United States,,1,moderate,Private room,2020,"$1,099 ",$220 ,1,95
46325283,"Sunny, Bright, & VERY Spacious! 2BR-Gramercy Park",36356206809,verified,Margaret,Manhattan,Gramercy,40.73502,-73.98612,United States,US,1,flexible,Entire home/apt,2014,$654 ,$131 ,3,0
6542010,1 room in 3 bdrm apt 78th and 3rd,66366523757,unconfirmed,Shana,Manhattan,Upper East Side,40.77484,-73.95726,United States,US,1,strict,Private room,2009,"$1,152 ",$230 ,1,2
23044734,"Cozy, clean and quiet room in Bushwick.",67329506834,verified,Sebastian,Brooklyn,Bushwick,40.68991,-73.91349,United States,US,1,moderate,Private room,2010,$127 ,$25 ,2,8
28736737,Midtown great location private Apt,97195100286,unconfirmed,George,Manhattan,Midtown,40.75403,-73.96951,United States,US,1,moderate,Entire home/apt,2015,$283 ,$57 ,1,346
14254879,Cyn,54449192723,verified,Cyn,Brooklyn,Bedford-Stuyvesant,40.6785,-73.91478,United States,US,1,moderate,Private room,2007,$245 ,$49 ,2,1
49084022,I HEART HARLEM,21692806209,verified,Emily,Manhattan,Harlem,40.82629,-73.94785,United States,US,0,strict,Private room,2010,$398 ,$80 ,5,0
14296302,Bright Quiet Airy Tribeca Loft,92862440258,unconfirmed,Victoria,Manhattan,Tribeca,40.72403,-74.00858,United States,US,1,flexible,Entire home/apt,2021,$596 ,$119 ,2,7
48923302,Charming Oldschool NYC Apartment,15482396664,verified,Raymond,Manhattan,East Harlem,40.79659,-73.93501,United States,US,0,moderate,Private room,2008,$326 ,$65 ,3,0
38726188,Large and Sunny 2 bedroom close to Central Park,72002003794,unconfirmed,Michael,Manhattan,Upper East Side,40.77205,-73.95128,United States,US,0,moderate,Entire home/apt,2021,$767 ,$153 ,2,3
52054291,"AirBNB Ozone Park by JFK, NY",46001729020,unconfirmed,Denise,Queens,Ozone Park,40.68887,-73.8448,United States,US,0,moderate,Private room,2018,$892 ,$178 ,1,1
22982324,Bohemian 1-bedroom in Williamsburg,32497857349,verified,Rafe,Brooklyn,Williamsburg,40.70379,-73.94329,United States,US,0,strict,Private room,2008,$254 ,$51 ,1,1
54449616,Room in East Village,86079631488,unconfirmed,Daniel,Manhattan,East Village,40.7272,-73.98186,,US,1,moderate,Private room,2005,$575 ,$115 ,9,4
37280266,Brooklyn Bay: Full spacious Unique trendy loft,42988631934,verified,Avigdor,Brooklyn,Bath Beach,40.60799,-74.00977,United States,US,0,moderate,Entire home/apt,2007,$726 ,,10,1
1657468,SPACIOUS Fabulous Sunny Loft for 2 wks in Fall,42459649208,verified,Ann,Manhattan,East Village,40.72454,-73.97944,United States,US,1,moderate,Entire home/apt,2017,"$1,018 ",$204 ,4,13
12772506,Large Bright Home on 2 floors perfect for families,11182788970,verified,May,Brooklyn,Bedford-Stuyvesant,40.69309,-73.94987,United States,US,1,moderate,Entire home/apt,2008,$737 ,$147 ,5,13
51479347,Beautiful 2BR with Private Rooftop Deck LES,76112946811,verified,Jackie,Manhattan,Lower East Side,40.71306,-73.98715,United States,US,1,strict,Entire home/apt,2012,$242 ,$48 ,1,67
41582683,Apartment near Grand Central. Great Location,59152114489,verified,Lindsay,Manhattan,Murray Hill,40.74681,-73.97911,United States,US,0,flexible,Entire home/apt,2007,"$1,029 ",$206 ,300,0
57210564,Cozy modern stay,57710710010,verified,Cathy,Brooklyn,Borough Park,40.64551,-73.9981,United States,US,0,strict,Entire home/apt,2008,$100 ,$20 ,2,45
47290704,Simple cozy room in Bed-Stuy!,9261660505,unconfirmed,Miki,Brooklyn,Bedford-Stuyvesant,40.69358,-73.93721,United States,US,1,strict,Private room,2016,"$1,094 ",$219 ,3,2
34004575,Luminous Three-Bedroom Oasis in Park Slope,85841574879,verified,Jeremiah,Brooklyn,South Slope,40.6639,-73.98547,United States,US,0,moderate,Entire home/apt,2022,$696 ,$139 ,4,34
34731402,LUXURY 2 BED! NEW BLDING! Gym/Roof! Close Trains!,40866969265,unconfirmed,Tom,Brooklyn,Williamsburg,40.70667,-73.9507,United States,US,0,strict,Entire home/apt,2020,$527 ,$105 ,4,1
28907398,Private Room with Queen Bed in Canarsie,7746581520,verified,Sway And Tash,Brooklyn,East Flatbush,40.64826,-73.92052,United States,US,0,moderate,Private room,2014,$104 ,$21 ,1,25
43135198,1Bdrm DELUXE Fully Renovated CONDO Wyndham Midtown,97786384670,verified,Wynpoints,Manhattan,Midtown,40.75331,-73.9733,United States,US,0,moderate,Private room,2014,"$1,133 ",$227 ,3,8
50793943,APT FOR UP TO 4! Dream location & private terrace!,8756605938,verified,Romina,Manhattan,Gramercy,40.73873,-73.98714,United States,US,0,flexible,Entire home/apt,2007,$329 ,$66 ,3,1
42755216,Spacious green#3,50605633861,unconfirmed,Andre,Brooklyn,East Flatbush,40.65587,-73.94187,United States,US,1,moderate,Private room,2011,$973 ,$195 ,3,0
37963461,"Bright, Airy, Rockaway Beach House w/ Backyard",73962324957,verified,Tory,Queens,Arverne,40.59444,-73.80159,United States,US,0,moderate,Entire home/apt,2020,$913 ,$183 ,30,39
34809276,Lovely 1 bedroom for rent in the heart of Astoria,40651168927,unconfirmed,Sueli,Queens,Astoria,40.75989,-73.92201,United States,US,0,flexible,Private room,2017,$548 ,$110 ,5,3
43174412,*ENJOY NYC*New Renovated Apartment(Private room),76853741361,unconfirmed,Sasha,Bronx,Woodlawn,40.88253,-73.86951,United States,US,1,flexible,Private room,2007,$164 ,$33 ,1,6
43347282,LOVELY PRIVATE BED ROOM 12 MINS FROM JFK,16346729439,verified,Pamela,Queens,St. Albans,40.7036,-73.76637,United States,US,0,strict,Private room,2020,$602 ,$120 ,1,63
48330685,"New 3BR, 2 Full Bath with Washer & Dryer",80972550383,unconfirmed,Lucy,Brooklyn,Crown Heights,40.66618,-73.93156,United States,US,0,flexible,Entire home/apt,2017,$604 ,$121 ,3,39
9134506,Riverside Single Room near Columbia,47952303596,verified,Yilin,Manhattan,Morningside Heights,40.81377,-73.96166,United States,US,0,moderate,Private room,2008,$514 ,$103 ,1,2
34188491,Newly Renovated Spacious 2 Bedroom Apartment!,89169416277,verified,Marwa,Staten Island,Castleton Corners,40.62685,-74.12275,United States,US,0,strict,Entire home/apt,2010,$536 ,$107 ,2,51
43376001,Queen bedroom with private bathroom in Brooklyn,30072962150,verified,Flavia,Brooklyn,Bedford-Stuyvesant,40.69364,-73.93303,United States,US,1,moderate,Private room,2008,$486 ,$97 ,5,1
43619013,Rustic room in renovated Bushwick apartment,6587207700,unconfirmed,Ignacio,Brooklyn,Bushwick,40.69175,-73.91516,United States,US,0,strict,Private room,2010,$309 ,$62 ,1,2
32488511,Eclectic East Williamsburg House beside Morgan  L,30579549448,verified,Ellie,Brooklyn,Williamsburg,40.70462,-73.93283,United States,US,1,moderate,Private room,2016,$447 ,$89 ,5,22
33642266,Sexy Golden abstract Room with a 45” Smart TV,34653825923,verified,Julia,Manhattan,Lower East Side,40.71841,-73.99233,United States,US,1,strict,Private room,2008,$147 ,$29 ,1,31
28508638,Pre-war Updated Bushwick Townhouse with Back Yard,26889193702,verified,Masami,Brooklyn,Bushwick,40.69187,-73.9142,United States,US,1,flexible,Entire home/apt,2014,$311 ,$62 ,2,3
39735792,1BR in Charming Downtown Apt,1447513810,verified,Stefan,Manhattan,Lower East Side,40.72034,-73.98585,United States,US,0,flexible,Private room,2013,"$1,043 ",$209 ,15,25
25388695,Perfect 2 Bedroom Apartment in Hot Spot,12210680070,verified,Yorick,Manhattan,East Village,40.72783,-73.98015,United States,US,0,flexible,Entire home/apt,2006,$175 ,$35 ,5,3
12850380,"~UptownOasis~ Historic charm, HUGE room & privacy•",54974007794,verified,Dana  (& Justin),Manhattan,Harlem,40.82935,-73.94255,United States,US,0,strict,Private room,2011,$815 ,$163 ,2,72
39908662,Spacious sunny bedroom - East Village (A),37502353566,verified,David,Manhattan,East Village,40.73099,-73.98762,United States,US,0,flexible,Private room,2022,$879 ,$176 ,10,36
5872070,Cozy bedroom for 2 in Astoria,78031397723,verified,Maria,Queens,Astoria,40.76855,-73.92583,United States,US,0,moderate,Private room,2007,$867 ,$173 ,4,28
40775773,Private 2 Bedroom Apartment in the East Village,84777063844,verified,Darren,Manhattan,East Village,40.72935,-73.98465,United States,US,1,flexible,Entire home/apt,2018,$101 ,$20 ,2,6
17569784,Cute private bedroom and bathroom - Bushwick,28206044170,unconfirmed,Marti,Brooklyn,Bushwick,40.70114,-73.91705,United States,US,1,moderate,Private room,2015,$278 ,$56 ,2,29
49287820,44 floor apt in luxury building near Central Park,57248748652,unconfirmed,Ella,Manhattan,Theater District,40.76324,-73.98459,United States,US,1,moderate,Entire home/apt,2009,$486 ,$97 ,10,1
1067060,Great Large 1 BR apt  in East Village!,27506185339,,Adelaide,Manhattan,East Village,40.72555,-73.97965,United States,US,0,strict,Entire home/apt,,$737 ,$147 ,1,115
50553140,(3)Comfy Home Away From Home/Multiple Rooms,46758528185,unconfirmed,Pamela,Brooklyn,Bedford-Stuyvesant,40.68875,-73.95401,United States,US,1,strict,Private room,2012,$773 ,$155 ,1,41
34460222,Private room with two queen size bed near LGA,81573591034,verified,Jewel,Queens,East Elmhurst,40.76588,-73.87185,United States,US,1,strict,Private room,2011,$556 ,$111 ,2,17
55751387,3Bedroom+1.5bath Loft apartment,25618393486,verified,Studioplus,Manhattan,Midtown,40.74823,-73.98697,United States,US,0,strict,Entire home/apt,2021,$485 ,$97 ,2,14
20327418,Cozy shared place by Central Park Manhattan,55343836310,unconfirmed,Abraham,Manhattan,East Harlem,40.80033,-73.94201,United States,US,1,flexible,Shared room,2015,$283 ,$57 ,2,60
43965858,Skyline #1 view ny skyline,60316629654,unconfirmed,Charles,Bronx,Concourse,40.82415,-73.92778,United States,US,1,moderate,Private room,2019,$78 ,$16 ,2,63
54455139,Gorgeous Lincoln Center - overlooking Central Park,38015450616,unconfirmed,Laura,Manhattan,Upper West Side,40.77237,-73.98063,United States,US,1,moderate,Private room,2012,$400 ,$80 ,2,0
45324516,Beautiful NYC bedroom and neighborhood!,11205401377,unconfirmed,Marianel,Manhattan,Washington Heights,40.85115,-73.93703,United States,US,1,moderate,Private room,2011,$382 ,$76 ,4,4
48032995,Cute little room in S Williamsburg!,38812677329,verified,Javier,Brooklyn,Williamsburg,40.70755,-73.95117,United States,US,1,strict,Private room,2017,$798 ,$160 ,3,3
3742953,Academic Summer Sublet/Sunset Park,32325522572,verified,Ayanna,Brooklyn,Sunset Park,40.64993,-74.00191,United States,US,0,moderate,Private room,2005,$405 ,$81 ,7,0
35549358,Upper East Side Gem!,4933813763,unconfirmed,Daniel,Manhattan,Upper East Side,40.77395,-73.95153,United States,US,0,moderate,Entire home/apt,2020,$627 ,$125 ,30,98
41580474,Modern Luxury Studio in Manhattan,9615088069,verified,Sunil,Manhattan,Financial District,40.70438,-74.00856,United States,US,0,strict,Entire home/apt,2022,"$1,125 ",$225 ,7,5
28245190,Large 1 bedroom with backyard grill,49593974366,unconfirmed,Eberly,Manhattan,Upper East Side,40.77792,-73.94476,United States,US,0,strict,Entire home/apt,2022,$254 ,$51 ,2,0
8529185,Cozy Studio Heart Of Midtown!5160,7952352411,verified,Jeremy & Laura,Manhattan,Hell's Kitchen,40.76544,-73.98651,United States,US,1,moderate,Entire home/apt,2022,$515 ,$103 ,30,5
17070505,Great location and amazing place to stay,18961584936,verified,Melissa,Manhattan,West Village,40.73638,-73.99763,United States,US,0,strict,Private room,2013,$562 ,$112 ,1,0
35968554,cheerful residential Home with free parking.,72403298145,verified,Nen,Staten Island,Rosebank,40.61616,-74.06902,United States,US,1,strict,Private room,2021,$188 ,$38 ,2,4
19010734,Private furnished room near Columbia University,2541777212,unconfirmed,Jessica Rose,Manhattan,Harlem,40.82441,-73.95327,United States,US,0,moderate,Private room,2019,$458 ,$92 ,,1
17949766,"ARTIST APARTMENT, PERFECT LOCATION",69513976513,unconfirmed,Antonio,Manhattan,Hell's Kitchen,40.76027,-73.98831,United States,US,1,flexible,Entire home/apt,2003,$745 ,$149 ,30,55
6557474,Contemporary Clinton Hill 1BR Condo,50928098811,unconfirmed,Leah,Brooklyn,Clinton Hill,40.6867,-73.9621,United States,US,1,moderate,Entire home/apt,2007,"$1,056 ",$211 ,1,2
33285480,Large Apartment in Brooklyn+ Balcony  (Water View),74707431313,unconfirmed,Eli,Brooklyn,Bergen Beach,40.62719,-73.91315,United States,US,0,flexible,Entire home/apt,2005,$628 ,$126 ,4,65
15654960,Entire Home / Apt in Williamsburg + Rooftop,49192583328,verified,Kevin,Brooklyn,Williamsburg,40.71195,-73.95872,United States,US,0,moderate,Entire home/apt,2019,$191 ,$38 ,3,40
38682556,beautiful studio apt in Greenwich Village/Soho,13339750685,unconfirmed,Maria,Manhattan,Greenwich Village,40.72918,-74.00085,United States,US,0,flexible,Entire home/apt,2013,"$1,026 ",$205 ,30,17
14622711,"Beautiful Double Room in the heart of Astoria, NY",52653812078,unconfirmed,David,Queens,Astoria,40.76469,-73.91094,United States,US,1,moderate,Private room,2019,"$1,130 ",$226 ,1,3
2554956,Ditmas Park Carriage House Loft,93242376957,verified,Jed,Brooklyn,Flatbush,40.64361,-73.96821,United States,US,0,flexible,Entire home/apt,2015,$669 ,$134 ,2,95
25331808,"Beautiful colonial near Belmont Race 
Tract",43927005961,unconfirmed,Cederna,Queens,Cambria Heights,40.69955,-73.72247,United States,US,1,moderate,Entire home/apt,2011,$177 ,$35 ,1,0
23773770,Quiet and Close to transportation,42385967149,unconfirmed,Stuart,Queens,Maspeth,40.7321,-73.89712,United States,US,0,flexible,Private room,2018,"$1,085 ",$217 ,1,0
42015134,"Elegant & Luxurious, Clean & Cheerful entire house",72917182480,verified,Peter,Staten Island,Stapleton,40.6279,-74.08202,United States,US,1,moderate,Entire home/apt,2009,$615 ,$123 ,2,11
33515237,Comfort in Canarsie-Apartment Paerdegat Style,75290173728,verified,Natalie,Brooklyn,Bergen Beach,40.6308,-73.9114,United States,US,1,moderate,Entire home/apt,2005,$982 ,$196 ,3,4
8206090,Stay in an artist warehouse!,45684681608,unconfirmed,Ryan,Brooklyn,Williamsburg,40.71801,-73.96405,United States,US,0,moderate,Private room,2003,"$1,038 ",$208 ,3,0
19735352,New 2 Bedroom Totally Private Brooklyn Apartment,59447779426,verified,Hoover,Brooklyn,Cypress Hills,40.68237,-73.87291,United States,US,0,flexible,Entire home/apt,2007,"$1,068 ",$214 ,5,22
7460485,Times Square Area Neat & clean all inclusive AAA+,33895345633,verified,Nir,Manhattan,Hell's Kitchen,40.75633,-73.99439,United States,US,0,moderate,Entire home/apt,2019,$406 ,$81 ,30,8
8337537,"BEAUTIFUL, LARGE, BRIGHT 2 Bedroom",11589635023,unconfirmed,Brandon,Queens,Long Island City,40.76406,-73.9349,United States,US,0,moderate,Private room,2018,$323 ,$65 ,5,0
14850259,Kew gardens,75805121034,unconfirmed,Darshan,Queens,Forest Hills,40.71395,-73.83186,United States,US,1,moderate,Private room,2003,$901 ,$180 ,1,2
41267320,Prospect-Lefferts near Prospectpark,38090692481,verified,Arthur,Brooklyn,Prospect-Lefferts Gardens,40.65685,-73.95287,United States,US,1,flexible,Private room,2008,$860 ,$172 ,1,0
47989363,Cozy Apartment in Upper East Side,47999011394,unconfirmed,Brigid,Manhattan,East Harlem,40.78821,-73.94927,United States,US,1,strict,Entire home/apt,2018,"$1,115 ",$223 ,1,2
7532836,Clean private room with bathroom,70219740069,verified,Megan,Brooklyn,Midwood,40.62402,-73.97071,United States,US,1,moderate,Private room,2015,$529 ,$106 ,1,1
36354059,"Luxurious unit of 3 bedrooms, 2 bath/living/Dining",73830605887,unconfirmed,Andre,Queens,Ozone Park,40.69037,-73.83862,United States,US,0,moderate,Entire home/apt,2009,$936 ,$187 ,3,6
7623965,Inviting & immaculate 1BR - 15 min to midtown,3846178044,unconfirmed,Sandra,Manhattan,Harlem,40.80786,-73.94313,United States,US,0,flexible,Entire home/apt,2004,$728 ,$146 ,30,3
51751078,Private Room in Large Two-floor Apt w/ Backyard,7599731934,verified,Ashek,Manhattan,Chelsea,40.74864,-73.99398,United States,US,0,strict,Private room,2005,$967 ,$193 ,2,2
31308246,Lovely private Room in Williamsburg,28877272353,verified,Sharon &,Brooklyn,Williamsburg,40.70982,-73.968,United States,US,1,strict,Private room,2018,$682 ,$136 ,2,18
26687152,Mesmerizing city views Financial District/Wall st,76783257865,verified,Brandon And Emily,Manhattan,Financial District,40.70694,-74.007,United States,US,0,flexible,Entire home/apt,2003,$322 ,$64 ,3,10
2182706,QUIET GARDEN APT FACING NY BAY!,33813555529,unconfirmed,Rosana,Brooklyn,Bay Ridge,40.63508,-74.03628,United States,US,1,moderate,Entire home/apt,2019,$308 ,$62 ,30,25
17512897,Crown Heights Classic,90470970690,verified,John,Brooklyn,Crown Heights,40.67074,-73.94896,United States,US,0,flexible,Entire home/apt,2019,$452 ,$90 ,3,63
14681807,Upper East Dream Apartment Stunning 1 Bed Room.,70071499422,unconfirmed,Varun,Manhattan,Upper East Side,40.77108,-73.9485,United States,US,1,moderate,Entire home/apt,2012,$498 ,$100 ,2,0
36100001,1- bedroom in a 3 bedroom apartment  1 share bath,32413916079,unconfirmed,Daniel,Brooklyn,Bushwick,40.69029,-73.91532,United States,US,1,strict,Shared room,2013,$675 ,$135 ,3,1
6115082,"Bilevel Penthouse: Park, City Views",57640839186,verified,David,Brooklyn,Greenpoint,40.72074,-73.94741,United States,US,1,strict,Entire home/apt,2013,$878 ,$176 ,3,3
5957676,Real New York City Cozy Living,12726878844,unconfirmed,Samara,Manhattan,Hell's Kitchen,40.75603,-73.99247,United States,US,0,strict,Entire home/apt,2022,"$1,164 ",$233 ,1,0
4526667,Light filled room w/full size bed in LES,29803904510,verified,Tara,Manhattan,East Village,40.72052,-73.98003,United States,US,0,strict,Shared room,2005,$652 ,$130 ,10,21
39629750,Weekend NY getaway? Holiday stay?,15114942351,verified,Brian,Queens,Ditmars Steinway,40.77452,-73.90889,United States,US,0,strict,Private room,2005,$150 ,$30 ,1,0
41958247,BROOKLYN! Chic Williamsburg room + Balcony +Trains,27934037224,verified,Pete And Chloe,Brooklyn,Williamsburg,40.70847,-73.9491,United States,US,1,strict,Private room,2011,$344 ,$69 ,1,31
32951339,UNTITLED at Freeman-Cozy Studio 502,94835831392,unconfirmed,Karen,Manhattan,Lower East Side,40.72154,-73.99328,United States,US,0,moderate,Entire home/apt,2017,"$1,106 ",$221 ,2,11
50061593,Comfortable Harlem NYC 1 Bedroom Near Trains,24508845110,unconfirmed,Toyce,Manhattan,Harlem,40.82367,-73.93762,United States,US,1,moderate,Entire home/apt,2005,$547 ,$109 ,2,3
20221376,Chic Designer Home Guest Studio,60530205757,verified,Maggie,Queens,Forest Hills,40.73469,-73.85426,United States,US,0,strict,Entire home/apt,2019,$61 ,$12 ,2,59
34560741,UNTITLED at Freeman-Cozy Studio 504,83948334283,unconfirmed,Karen,Manhattan,Lower East Side,40.72133,-73.99178,United States,US,1,moderate,Entire home/apt,2019,$133 ,$27 ,2,9
37699462,Amazing apartment by Columbus square,8961736949,verified,Joe,Manhattan,Upper West Side,40.79296,-73.96751,United States,US,0,strict,Entire home/apt,2022,"$1,005 ",$201 ,30,5
11525413,"Beautiful 2BR Apt, 1 Min Walk to Major Subway!",57955515615,verified,Sunshine,Brooklyn,East New York,40.67293,-73.89548,United States,US,1,moderate,Entire home/apt,2007,$182 ,$36 ,30,68
12112507,"Luxury Townhouse , Private Garden",70695290942,unconfirmed,Ramez,Manhattan,Greenwich Village,40.7324,-73.99708,United States,US,0,flexible,Entire home/apt,2008,$879 ,$176 ,5,0
12387001,"Big, sunny bedroom in apartment with modern decor",17191313225,unconfirmed,Michael,Brooklyn,Williamsburg,40.7131,-73.94981,United States,US,0,flexible,Private room,2013,$655 ,$131 ,28,14
56354499,Luxury 3 bedroom apartment on the Upper East Side,92560382715,verified,Christina,Manhattan,Upper East Side,40.7687,-73.95596,United States,US,1,moderate,Entire home/apt,2011,$481 ,$96 ,2,1
32183089,JFK LUXURY BEDROOM # 5,53628089816,verified,Jfk,Queens,Springfield Gardens,40.65971,-73.7715,United States,US,1,strict,Private room,2006,$798 ,$160 ,30,80
11186300,"3 Big Bedrooms, Park Best Location!",97486841095,verified,Joe,Brooklyn,Prospect-Lefferts Gardens,40.65831,-73.96075,United States,US,1,flexible,Entire home/apt,2007,$352 ,$70 ,30,4
